"ID","Bifidobacterium asteroides","Bifidobacterium coryneforme","Bifidobacterium polysaccharolyticum","Bifidobacterium sp1.","Bifidobacterium sp2.","Bombilactobacillus mellifer","Bombilactobacillus mellis","Lactobacillus apis","Lactobacillus helsingborgensis","Lactobacillus kullabergensis","Lactobacillus melliventris","Treatment"
"1-10_1",10.1659282961622,8.12845359074354,10.4878563910496,9.66188579082461,10.0899794429289,6.88052607729995,10.7447122219542,11.2114429554146,12.0429174060569,11.5025778967563,8.66188579082461,"B3-0"
"1-10_2",9.39319773242424,5.46892505858748,10.5467118404888,9.77104467239467,8.91638403555871,6.5330553960072,10.4811686543422,11.2103920449886,10.223812560751,10.9738343077426,11.9058258438601,"B3-0"
"1-10_3",9.76617165450872,7.86570732805963,10.4792389809776,9.48863767897981,9.57940314290299,8.44424355962136,10.5646665996461,11.6397036531708,11.6620281998423,11.9543012513286,0,"B3-0"
"1-10_4",9.00233833881987,5.9243358268186,10.2001154609021,9.46406907354676,8.21384244401358,6.75441082537629,9.39826701515101,12.3506005815207,10.9638641910052,11.4902488735368,10.8681529914255,"B3-0"
"1-10_5",7.22443070962746,4.83976685939214,9.00075873606444,7.87929522357877,7.83976685939214,6.37028157609092,8.64712178144974,10.1736675959456,10.6977478545197,11.4146756954494,10.397762312513,"B3-0"
"1-10_6",9.63511747650875,9.50505693594438,10.7078738189441,9.65977953074302,9.78836373680443,8.53202398354465,0,12.6989774184557,11.6900258176111,11.5219703188807,0,"B3-0"
"1-10_7",8.38218126890418,6.77627943049066,9.24717016450302,7.97681241786337,7.49797826800356,6.43524251265559,9.72146654586128,10.7181764759271,10.140606109436,11.2235802085428,11.1631629672188,"B3-0"
"1-10_8",7.98518619501674,2.73725868157315,9.01338308684739,8.54461360363076,6.98518619501674,7.09481068619124,10.5952396767007,11.2410844195689,10.894605616936,10.7540669692597,10.7706816831106,"B3-0"
"1-10_9",6.36452889815955,0,7.28652638615827,7.16099550407441,5.70156388543712,6.50891880749472,9.57603300335326,10.8979610982406,10.5302293137401,10.5046186700611,0,"B3-0"
"1-11_1",9.3187538446889,3.67489765491417,9.41636464131532,8.42978515707764,7.99682574980154,6.99682574980154,2.67489765491417,10.2523264829499,10.3042542749938,11.4397692456503,11.9763938498967,"A3-B3"
"1-11_2",8.38604041319483,4.7230754004724,9.00847761933465,8.22557574100159,8.3475662653802,3.7230754004724,4.13811289975125,11.4212012527752,8.99609389487882,7.38604041319483,13.7226056967271,"A3-B3"
"1-11_3",8.85130167624499,6.00330476969004,8.53935766993025,7.00330476969004,7.38181639294377,7.00330476969004,5.26633917552383,11.00330476969,12.2397973880713,11.3678772019859,13.3956221924688,"A3-B3"
"1-11_4",7.55574832770093,0,6.20782502428062,5.55574832770093,3.74839340564333,3.74839340564333,0,10.4488331237844,11.353872923705,10.9867981449684,13.3727319509563,"A3-B3"
"1-11_5",7.12928301694497,0,7.83289001416474,4.90689059560852,2,0,1,10.3750394313469,11.1344263202209,10.6073303137496,12.9693865213423,"A3-B3"
"1-11_7",7.8901362485608,2.03927968786661,8.30070304379442,7.25983076237889,7.05847325309992,3.03927968786661,1.231924765809,10.0067118254102,8.78651361748664,10.4074743164452,11.2357939977881,"A3-B3"
"1-11_8",5.52033783225278,0,5.79398591211142,3.80151958479683,8.60241948471714,7.93251907433082,0,10.0243144876649,7.07453807920325,7.60241948471713,7.68823229846772,"A3-B3"
"1-12_1",7.95888807435109,6.08441895643495,8.89177387849255,8.61493367313373,6.23642204988,6.08441895643495,9.98058314545041,11.7817726947023,10.8511318939952,10.8802782396547,9.60099448217586,"B3-A3"
"1-12_10",8.30292298222547,0,9.33534445991785,8.79768767397505,5.84349136358818,7.16541945847554,0,12.3473171015839,11.4209201916239,11.7801293025907,9.39808021526581,"B3-A3"
"1-12_2",8.51171090369142,8.05227928505412,9.89022252694514,9.08790319478484,7.77474530952521,5.73035119016676,9.71903587693892,11.7582571867366,10.8125002315206,10.3742073799415,11.8362596987379,"B3-A3"
"1-12_3",8.38503277513129,6.06310468024392,8.90440693422486,9.23302968168623,6.47814217952277,7.93757379816006,3.47814217952277,12.7260696929664,10.0631046802439,12.1038510225872,10.5549577765736,"B3-A3"
"1-12_4",0,0,7.28984994790987,7.08491849663965,2.5150628883087,4.76299040175229,7.53743070133716,11.2556869327981,11.4125302300306,9.41743800279473,9.12793138559974,"B3-A3"
"1-12_5",10.1921625880624,8.47713954677682,10.8153082826714,10.0253434974879,10.2410721885433,9.01600563290852,11.8419762331335,12.9756312850024,12.5852694472717,12.5899970158087,9.73790377898579,"B3-A3"
"1-12_6",8.6449463953146,6.41169545850345,9.34969165435283,8.29997037594462,6.95918325380595,6.76653817586355,10.7112557403624,12.131479159711,11.4021267496547,11.5421670201051,10.0331838352497,"B3-A3"
"1-12_7",9.11883972791583,7.02368249487549,10.7241222130166,9.65171371748853,8.8680316244153,7.51844718662507,0,11.9533443981427,12.8771338315225,11.871451685379,9.58661868926665,"B3-A3"
"1-12_8",7.96400181750432,7.33597059489128,9.400100932311,6.46150147697514,7.19846707114135,4.87653897625399,0,9.57697869439508,13.3843336164527,11.0364103130324,10.2515784076009,"B3-A3"
"1-12_9",6.84962224508613,2.60169473164255,7.8111480972715,7.48433778100439,5.40904965370015,6.30213444978364,10.1562835833202,12.3321648688268,11.7514418511472,11.3431617180437,8.63511773318,"B3-A3"
"1-9_1",10.2491102536504,0,10.2515617326445,9.28784264813907,8.81762223359092,6.04943790881399,0,8.58081936933031,11.4609488968261,11.2055209851027,12.9201879121601,"A3-0"
"1-9_3",7.57627729626453,0,8.2728851528146,7.24185825719397,7.11061372391572,8.21014939746663,0,8.04022439602432,11.2728851528146,12.0424768477557,13.4247923191981,"A3-0"
"1-9_5",8.99709866263319,0,9.53646429691423,8.87680442891548,6.35324247285847,6.22771159077461,0,8.5884589345525,11.5012952938233,11.0559923516868,13.0997567939969,"A3-0"
"1-9_6",9.58469261366761,0,8.78673638961225,7.91226727169611,4.91226727169611,4.91226727169611,0,9.76193299861168,11.9383295682823,11.0687717573761,13.5330980203721,"A3-0"
"1-9_7",9.36514248540624,3.09835594471134,9.02909328227422,7.95633693983891,7.95633693983891,7.09835594471133,0,9.33676068403641,11.2379072971101,11.6375147558194,13.289415159243,"A3-0"
"1-9_8",7.78839566913812,0,8.75186979311301,7.99002953030777,6.8815050735296,6.73948606865717,0,10.1103237640255,9.39720491181364,12.0589246115188,13.9248741874873,"A3-0"
"1-9_9",8.68335159502873,0,8.20691355108574,7.68335159502873,7.38379131316982,7.68335159502873,0,9.26831409574989,12.2379404467064,11.7655006363826,13.4044507837359,"A3-0"
