"ID","Bifidobacterium asteroides","Bifidobacterium coryneforme","Bifidobacterium polysaccharolyticum","Bifidobacterium sp1.","Bifidobacterium sp2.","Bombilactobacillus mellifer","Bombilactobacillus mellis","Lactobacillus apis","Lactobacillus helsingborgensis","Lactobacillus kullabergensis","Lactobacillus melliventris","Treatment"
"2-10_1",10.1032059742799,0,9.80364569242098,10.1255737873083,7.42513406916725,6.68816847500105,0,14.4217487839826,10.9611869694075,13.0515732058646,15.6243156179312,"B6-0"
"2-10_10",11.3391860785134,0,11.7017561578981,10.457830575012,8.79486556228959,8.20990306156843,0,13.9412220925935,15.9496836713417,15.1771293204044,16.9038255496494,"B6-0"
"2-10_2",10.5095118992024,0,10.31686682126,0,0,10.9689435178397,0,15.7383305896983,15.0408933597188,16.3424019133672,17.8303124480841,"B6-0"
"2-10_3",6.87712584684124,0,7.4620883475624,6.59172362797899,4.3990785500366,8.79629477222819,0,10.2283482485226,12.5846619641448,13.621183415804,14.1967400758904,"B6-0"
"2-10_4",13.9490009731703,10.6759824787639,15.6145819340998,13.9490009731703,11.4129480729301,11.4129480729301,0,18.228011090123,17.8459074802062,18.4174494651651,20.1265064293349,"B6-0"
"2-10_5",7.7635198911035,0,8.95789793627035,7.55493326929208,0,0,0,11.9789595517982,11.7807565960288,13.079888460649,14.6116612911275,"B6-0"
"2-10_6",15.6054861207761,11.3766674302802,15.5465924317225,15.4956085030037,16.0490927722517,12.8360990489175,0,17.7796794538552,19.4128410428337,18.0614160507018,20.1936510535356,"B6-0"
"2-10_7",9.3122874282386,0,9.89724992895976,9.07782217460158,5.99035933335124,8.95998568430772,0,12.9309176417252,11.9052427197133,13.6931092121795,14.9367782931464,"B6-0"
"2-10_8",0,0,0,0,0,0,0,17.100528629517,14.2931737074594,16.2575145752518,17.4352807647619,"B6-0"
"2-10_9",14.181082453618,11.7578710228934,14.673478835603,14.1057943263137,11.7578710228934,0,0,17.5546480927835,18.5716522141105,17.7035808673925,18.8298208647724,"B6-0"
"2-11_1",13.0887398528245,9.69642243004571,15.655596416587,14.540119199167,11.6964224300457,11.2813849307669,15.9765303492384,17.6118750391577,17.7164102122222,17.0596185433048,14.7808512112064,"A6-B6"
"2-11_10",8.80582606538012,0,10.9980756134939,10.75429576474,9.67337576935647,0,10.6802951832963,13.1695381777385,16.199272976231,14.0197190215717,13.7390508088021,"A6-B6"
"2-11_2",9.70640819397895,0,11.5187811908032,10.6342584082231,9.04929590750196,4.34885618936087,11.8082878079982,15.6150571018598,15.9538726372722,14.568024709823,12.6062440320535,"A6-B6"
"2-11_3",8.47643001522513,4.89146751450398,10.1850668863328,9.36539870283639,8.00694473192391,7.24510446911868,11.3508991331413,12.0669477597795,13.1181472942435,11.971840930968,10.418510039296,"A6-B6"
"2-11_4",0,0,14.4768331959575,14.9138970015663,12.9138970015663,9.45446538292901,13.7763934778164,17.6293910654297,19.421691641765,17.2026582325185,17.0838220030086,"A6-B6"
