"ID","Bifidobacterium asteroides","Bifidobacterium coryneforme","Bifidobacterium polysaccharolyticum","Bifidobacterium sp1.","Bifidobacterium sp2.","Bombilactobacillus mellifer","Bombilactobacillus mellis","Lactobacillus apis","Lactobacillus helsingborgensis","Lactobacillus kullabergensis","Lactobacillus melliventris","Treatment"
"1-5_1",12.58151938272,10.9034474776074,12.9034474776074,12.2819591008611,12.1664818834412,11.1664818834412,0,14.8294468961636,16.6231785343573,15.8389072254127,13.710802399665,"A2-0"
"1-5_10",0,0,0,10.7997037043085,0,0,9.79970370430848,15.3846662050296,19.1261331914308,16.2915568006382,0,"A2-0"
"1-5_2",11.5834942078395,0,12.7851280690092,12.5834942078395,12.4314911143945,12.2615661129522,0,14.0944561271169,17.2867056752307,16.0429258264768,15.5094936263958,"A2-0"
"1-5_3",10.6271993638479,5.87677150987509,11.3362031285124,10.2918090091539,8.6841264319327,9.99224872729503,0,14.0550213759683,15.3375686705366,15.2409061648831,8.50126237478289,"A2-0"
"1-5_4",11.6049294462071,0,12.37046419257,11.8273218675435,10.0903562733773,8.01996694548591,12.8679638520409,15.2735780974331,18.1284914022641,17.1497651186731,14.5714829631139,"A2-0"
"1-5_5",10.47503560283,8.47503560283003,11.4974034158585,10.9344672214673,8.05999810355119,7.05999810355119,0,13.6196938456619,15.6247827223347,15.084214340972,8.28239052488764,"A2-0"
"1-5_6",12.1248362108671,6.10246839783864,13.373931425743,11.3119217634676,10.6874308985598,0,0,14.9557779532423,18.0517479769152,16.4931747707114,9.62603035389565,"A2-0"
"1-5_7",14.7987139667269,13.0473930795837,15.6101443012146,14.967050971266,14.3352593383974,10.3104274854174,14.0830169893144,15.8870168051136,18.5158134814482,17.5068246982209,9.31042748541745,"A2-0"
"1-5_8",9.8349857861953,6.375554167558,9.8349857861953,9.375554167558,9.15691388108266,4.375554167558,0,16.9820750503333,16.5847028779137,17.0854995477905,5.96051666827916,"A2-0"
"1-5_9",0,0,0,0,0,0,7.8885585291696,11.3479901478069,17.7635398768234,15.4735210298908,11.8427548395565,"A2-0"
"1-6_1",11.669027341433,0,12.3139323826104,12.1544541686032,10.4726301286295,9.34709924654562,0,14.3755076617314,14.7945582235168,13.2539898421541,17.1272661571574,"B2-0"
"1-6_10",12.8142152777784,9.49228718289099,12.6622121843333,11.7146796042274,11.7146796042274,11.3667563008071,0,15.1834490874441,15.7465284702668,16.5655361649216,17.8096997966559,"B2-0"
"1-6_2",11.3557179148886,0,12.9406804156097,12.0437739085738,9.77075541416743,9.18579291344627,0,15.400112034247,14.5866723497285,14.8722934406295,17.6493172867175,"B2-0"
"1-6_3",0,0,0,0,0,0,0,15.3398676004296,13.089324138779,11.2313431436514,17.0467264394649,"B2-0"
"1-6_4",8.25185386491246,0,9.95611529400596,9.78404182598507,4.20122779184249,11.8127796010428,0,13.1562549084953,10.1719499993202,11.9090799001936,13.4951920242082,"B2-0"
"1-6_5",10.8300021213749,0,10.7351429350334,10.5484882949334,8.13610524910054,0,0,15.7974642024649,12.4105861815854,13.9058458793584,15.4759552519852,"B2-0"
"1-6_6",9.07530167712591,2.34738122256271,10.2781185601256,10.5072525593411,5.66930931745007,4.34738122256271,0,15.5066218729744,13.4545982981541,13.7573024638124,16.8012305678492,"B2-0"
"1-6_7",12.8172692499302,11.3828664257844,15.0375992048097,13.7658700974235,14.0375992048097,11.9807679822131,0,15.0651967633738,16.3998252529443,14.7658700974235,18.1645805662955,"B2-0"
"1-6_8",12.631729444065,0,13.56017618304,13.3213893234528,10.9994612285655,9.26249563439928,0,17.0262612879092,15.3068897537577,16.8449512795099,18.2848634474277,"B2-0"
"1-6_9",10.4669809404537,0,10.9694812809829,10.4669809404537,7.88201843973255,6.88201843973255,0,14.3818643268157,13.0519434411749,13.1674206585948,16.5509034239988,"B2-0"
"1-7_1",12.1825769275648,0,13.1114938295034,13.1403486921755,10.0670997101449,10.6520622108661,13.3769549727317,15.8264331173396,16.179104735658,16.5072767717023,11.8040653043111,"A2-B2"
"1-7_10",9.83508676659786,0,10.1432090619602,9.25012426587671,0,8.4427693438191,0,14.0721259638987,15.2241290573438,14.1808616034396,8.02773184454026,"A2-B2"
"1-7_2",11.0459846761399,8.58655305750257,13.3939079795602,12.6740158987529,10.4934436531111,6.58655305750257,0,16.6005735278175,17.1257118686106,7.58655305750257,13.9174699356172,"A2-B2"
"1-7_3",12.0344259992569,0,13.211303761341,12.7203174088288,11.3182189652575,11.7203174088288,15.3750501878542,15.7468782351,16.4475019822025,16.6682109785627,11.9702956618372,"A2-B2"
"1-7_4",12.4861390354642,9.96257707940717,13.4220086980445,11.9625770794072,11.6630167975483,11.2845051742945,14.9512617661793,15.8513203283054,15.9138617943741,16.4199579584797,15.8604225354127,"A2-B2"
"1-7_5",12.657431184641,9.71883172930516,12.3037942300263,11.8343089467251,11.3037942300263,11.8887567307475,0,15.8168638122657,16.2053315911406,16.8970815953984,13.3037942300263,"A2-B2"
"1-7_6",12.8999069140314,0,13.2478302174517,12.4404752953941,0,12.6104002968364,14.4404752953941,16.6104002968364,17.8198536624653,17.2638425354403,13.0843314851688,"A2-B2"
"1-7_7",11.4797699779895,7.27031661236052,13.0385009371374,12.8249054640382,10.177207207969,8.27031661236052,0,16.260420576218,17.96031458378,17.1437607248759,11.0776715344181,"A2-B2"
"1-7_8",13.4256479111945,10.4483679876946,14.0333304884157,13.2297277012192,12.492762107053,12.0922241774693,15.5090639193821,16.166044410761,16.1830776079204,17.0777246077742,14.0333304884157,"A2-B2"
"1-7_9",0,0,10.0476032057466,9.04760320574659,0,9.63256570646775,11.369531300634,15.355942235886,16.3237276110208,16.207474542525,10.2175282071889,"A2-B2"
"1-8_1",0,7.85394072417362,11.3133723428109,11.5543804423147,0,8.85394072417362,10.4389032248948,15.4832973442532,14.1393429430359,12.3133723428109,17.9010646362876,"B2-A2"
"1-8_2",0,0,9.27860077493797,9.86356327565913,7.27860077493797,0,9.44852577638028,14.6139911296319,15.2672854617101,13.278600774938,16.6698443643654,"B2-A2"
