"ID","Bifidobacterium asteroides","Bifidobacterium coryneforme","Bifidobacterium polysaccharolyticum","Bifidobacterium sp1.","Bifidobacterium sp2.","Bombilactobacillus mellifer","Bombilactobacillus mellis","Lactobacillus apis","Lactobacillus helsingborgensis","Lactobacillus kullabergensis","Lactobacillus melliventris","Treatment"
"2-2_10",15.3911702396152,8.08738949143811,16.505242006324,16.1372380408887,13.3353170048817,13.8153099460013,0,15.7020993355533,18.2472608282165,17.064669414938,20.0284370977787,"B4-0"
"2-2_2",11.4659878868377,0,13.0218040418994,12.0509503875589,0,10.2144491198417,0,14.0509503875589,15.3881857352341,14.6801126921906,17.6890242247396,"B4-0"
"2-2_3",11.7646180888652,0,13.3495805895863,10.7646180888652,12.5719730109228,11.0865461837525,0,16.3344736971961,20.5959253326672,18.1265618626004,19.9849964165604,"B4-0"
"2-2_4",9.27860277470181,0,11.4485277761441,10.7380343933391,0,0,0,12.0334902768653,20.4082077858543,17.7573723941776,18.5558901748322,"B4-0"
"2-2_5",14.2403969498024,8.88989970271826,15.2333075250161,15.2614585653302,11.5221679182178,12.8533738266931,0,15.0355771579139,16.7036808939353,16.8808545631152,19.0297068294358,"B4-0"
"2-2_6",8.85891403436204,0,10.5469700280473,10.3894287510608,6.68898903291973,9.49634395497733,0,12.9178077234156,14.6946135821136,13.7975134896979,16.2358834928074,"B4-0"
"2-2_7",10.0047261849061,0,11.2975079341339,11.4641578035434,10.0047261849061,10.852723091461,0,12.4309909396082,15.0708153753639,14.06217645709,16.6009159410505,"B4-0"
"2-2_9",0,0,0,0,0,0,0,13.1835618443933,16.3553863787511,12.4579561123917,16.7503529376469,"B4-0"
"2-3_1",5.58496250072116,1,5.90689059560852,5.14295795384204,3.50250034052918,4.58496250072116,6.76376565350992,7.39803107397315,9.22881869049588,9.72565028093837,10.6426534426931,"A4-B4"
"2-3_10",9.84107735021028,0,11.0110023516526,9.25611484948912,7.84107735021028,0,0,15.8288150759764,12.1203009941434,15.7509704339803,16.0862338749336,"A4-B4"
"2-3_2",14.8706380072821,0,16.0255236092603,14.9637474116736,13.1653812728432,12.4491742388438,15.4362351831363,16.3353062742855,19.300030799538,18.6319232806437,19.1366749012774,"A4-B4"
"2-3_3",0,0,7.10555174663067,0,5.93562674518836,3.93562674518836,6.52058924590951,16.220450845413,16.755606206111,16.6827707433751,14.4334785821395,"A4-B4"
"2-3_4",12.3600230367193,12.7750605359982,14.2775608765274,13.5120261301644,14.0969886308855,10.7750605359982,10.7750605359982,17.4237177120367,18.6879498722281,17.3449161443291,17.7637452227703,"A4-B4"
"2-3_5",15.0964235416185,8.53418111739747,15.7773551008704,14.8195833362597,14.1488909615127,13.1780373071722,16.0887699690751,16.83567731238,16.3828040578268,18.3646963243743,18.7122234462623,"A4-B4"
"2-3_6",6.53993083354338,0,8.03635665966288,5.82003875273612,0,0,0,11.9709806508109,10.7769700308442,12.1786253182023,12.1238195009132,"A4-B4"
"2-3_7",9.61430732005866,8.11180697952948,11.0025779097747,10.5929336692661,8.91916190158708,0,0,15.3809336586789,15.5915872435586,15.1202356016001,15.1042733068441,"A4-B4"
"2-3_8",9.59873549508548,0,10.1222974511425,9.33570108925169,8.47320461300162,8.18369799580664,10.8339519567795,15.2280921151651,15.4525648469426,15.78112984849,15.695450649574,"A4-B4"
"2-3_9",11.7816869660753,0,12.2411185847126,11.8691498073257,10.5890418881329,10.5890418881329,13.3052489221323,16.6018659284905,14.9615960560903,16.7561015558809,16.7503537592705,"A4-B4"
"2-4_1",11.5343093776381,9.31191695630169,12.0488825504679,11.5343093776381,10.7269544555805,11.9748819690241,0,16.5407356467976,17.8210321412524,14.4134549827637,18.1615826832173,"B4-A4"
"2-4_10",13.9782826769482,0,13.5632451776694,13.5511723453688,10.4637095041184,10.7438174233112,0,17.5405251011693,16.046523538261,14.6619791312547,18.4458882270312,"B4-A4"
"2-4_2",0,0,0,12.7702551591283,0,0,0,18.7290978343715,20.9067336774774,19.0445168203853,21.3775854728779,"B4-A4"
"2-4_3",12.7937437340668,14.8468550705264,15.4143301445187,15.0264044908571,15.0109744502875,13.1722553573206,0,17.1048108363224,19.8244108703138,17.2951828792257,18.8060889244867,"B4-A4"
"2-4_4",13.6120712763992,11.1970337771203,15.6120712763992,15.4449612905639,14.1039243727289,12.7819962778415,0,17.2595297028541,19.5204638971729,17.6176958255931,20.0632823882315,"B4-A4"
"2-4_5",10.7274289927216,9.14246649200049,12.9368823583506,13.0251095413623,9.72742899272164,11.049357087609,0,16.1841256436377,17.5374650065022,13.8078024091857,16.4185908972747,"B4-A4"
"2-4_6",12.0767054165179,0,12.6616679172391,12.1836206204344,12.2831562939853,10.961228199098,0,14.9461213067078,16.738209472112,14.9687227356449,16.8356973170141,"B4-A4"
"2-4_7",8.84072410604789,0,9.08865161949147,9.0106491074902,0,9.54116382418898,0,13.8036201113851,13.9955422151,13.9121864686045,16.1805741089325,"B4-A4"
"2-4_8",12.6971170615055,9.88976213944792,12.5621874814194,12.590201857589,13.247314144066,9.69711706150552,0,9.47472464016907,16.7539482841022,15.5118139589043,17.9956706480191,"B4-A4"
"2-4_9",0,0,10.3648978720044,10.5348228734467,0,9.68682596689177,0,14.9040566831124,14.6686786201815,15.2383419845198,16.972228185754,"B4-A4"
