Plate,ID,Ct_Mean_bac,Ct_SD_bac,bac_copies_raw,bac_copies
6,2-4_3,13.4419031143188,0.229914978146553,8411976.06131189,11356167682.7711
6,2-4_10,14.7726373672485,0.0622728019952774,3409953.39434069,4603437082.35994
6,2-5_1,15.3792104721069,1.38892495632172,2259432.97462763,3050234515.7473
6,2-5_2,14.3585405349731,0.233799934387207,4516242.37074086,6096927200.50015
6,2-5_3,14.1622314453125,0.0693145617842674,5159729.13926476,6965634338.00742
6,2-6_1,13.9867238998413,0.0231603588908911,5812281.36789738,7846579846.66147
6,2-6_2,13.4201898574829,0.120485499501228,8536830.02701879,11524720536.4754
6,2-6_3,17.1040477752686,0.164978638291359,700991.868766325,946339022.834539
6,2-7_1,14.5318489074707,1.24495482444763,4015185.19824918,5420500017.63639
6,2-7_2,16.6250095367432,0.103167653083801,970239.925114975,1309823898.90522
6,2-7_3,14.0214910507202,0.0797000825405121,5676768.91440437,7663638034.4459
6,eb-3,29.9553146362305,0.670174300670624,114.450193528454,154507.761263413
7,2-0_4,22.7534790039062,0.0757501870393753,15167.0515369743,20475519.5749153
7,2-0_5,21.8820648193359,0.0525387711822987,27396.5115553855,36985290.5997704
7,2-0_6,23.8487033843994,0.0940569862723351,7213.61877421327,9738385.34518792
7,2-1_4,14.8687591552734,0.0855827033519745,3194645.24417361,4312771079.63437
7,2-1_5,14.8980903625488,0.0675416812300682,3131692.58206026,4227784985.78136
7,2-1_6,14.1621351242065,0.0648182481527328,5160066.37894531,6966089611.57617
7,2-2_4,13.3349075317383,0.0367867387831211,9045408.71501795,12211301765.2742
7,2-2_5,14.3464784622192,0.342728495597839,4553357.73908943,6147032947.77073
7,2-2_6,17.3431911468506,0.174615725874901,595992.27064001,804589565.364013
7,2-3_4,14.2360391616821,0.0867108181118965,4907685.87412204,6625375930.06475
7,2-3_5,13.9965543746948,0.0435274466872215,5773640.25824317,7794414348.62828
7,2-3_6,20.5008754730225,6.42191505432129,69938.0135435411,94416318.2837805
7,2-4_4,12.9782257080078,0.0301048345863819,11522256.9983748,15555046947.8059
7,2-4_5,15.6552429199219,0.073136106133461,1873511.62589347,2529240694.95619
7,2-4_6,16.0040225982666,0.137259304523468,1478685.06480157,1996224837.48211
7,2-5_4,16.7885513305664,0.129226610064507,868331.513258986,1172247542.89963
7,2-5_5,17.8689403533936,0.197330638766289,417166.445103329,563174700.889494
7,2-5_6,16.3961696624756,0.199440136551857,1133222.50785045,1529850385.59811
7,2-6_4,14.2211532592773,0.226712688803673,4957508.11089283,6692635949.70531
7,2-6_5,15.9375925064087,0.0583011247217655,1546862.62378107,2088264542.10445
7,2-6_6,13.598916053772,0.0337467677891254,7561856.21157521,10208505885.6265
7,2-7_4,15.0813455581665,0.0912838876247406,2765516.59341068,3733447401.10442
7,2-7_5,14.8789014816284,0.189858198165894,3172735.2236371,4283192551.91008
7,2-7_6,15.0639696121216,0.0480043292045593,2798315.81866587,3777726355.19893
8,2-0_7,22.0457096099854,0.168884426355362,24517.2263128096,33098255.522293
8,2-0_8,24.3694915771484,0.0983775407075882,5066.21798690483,6839394.28232152
8,2-0_9,27.3289279937744,0.125159472227097,680.107470194416,918145.084762462
8,2-1_7,16.3011150360107,0.263714194297791,1208722.25608539,1631775045.71527
8,2-1_8,14.332893371582,0.0841032788157463,4595524.82950128,6203958519.82673
8,2-1_9,17.1649303436279,0.458102256059647,672622.981555,908041025.09925
8,2-2_7,16.9766616821289,0.038855817168951,764279.055298706,1031776724.65325
8,2-2-_8,14.9212799072266,0.136170580983162,3082800.88484073,4161781194.53498
8,2-2_9,16.570291519165,0.350046992301941,1006940.50173314,1359369677.33974
8,2-3_7,16.96510887146,0.0162547193467617,770293.825896269,1039896664.95996
8,2-3_8,16.7407169342041,0.437066495418549,896977.851453515,1210920099.46225
8,2-3_9,15.7732439041138,0.465985268354416,1729350.72662041,2334623480.93756
8,2-4_7,17.443208694458,0.17643578350544,556886.633486807,751796955.207189
8,2-4_8,15.3449668884277,0.0982891619205475,2312547.1100257,3121938598.5347
8,2-4_9,16.5334491729736,0.457396149635315,1032430.33433915,1393780951.35785
8,2-5_7,18.5401706695557,0.0390005484223366,264549.394940678,357141683.169916
8,2-6_7,15.2999753952026,0.102627515792847,2384234.56607238,3218716664.19772
8,2-6_8,16.963228225708,0.417916178703308,771277.421676276,1041224519.26297
8,2-7_7,17.9865875244141,0.196218937635422,385159.239822478,519964973.760345
8,2-7_8,16.3320465087891,0.444026827812195,1183617.63585403,1597883808.40294
8,2-7_9,12.492636680603,0.0868312120437622,16018953.8057557,21625587637.7703
9,2-8_1,12.1236114501953,0.309787511825562,20576947.4479684,27778879054.7573
9,2-8_2,16.1453475952148,0.231152400374413,1343473.48671274,1813689207.0622
9,2-8_3,12.8932294845581,0.312773913145065,12206321.5933214,16478534150.9839
9,2-8_4,17.4428997039795,0.0985269770026207,557003.404092231,751954595.524511
9,2-9_1,11.6768751144409,0.294489622116089,27863019.0033278,37615075654.4926
9,2-9_2,17.1967468261719,0.161797270178795,658257.49079801,888647612.577313
9,2-9_3,13.8190841674805,0.0551907233893871,6512501.20715545,8791876629.65985
9,2-9_4,17.1428508758545,0.288831174373627,682775.966410464,921747554.654127
9,2-10_1,16.9886493682861,0.654391348361969,758087.520374789,1023418152.50597
9,2-10_2,14.7213182449341,0.0772981196641922,3530786.8644223,4766562266.97011
9,2-10_3,18.1649761199951,0.120417602360249,341249.15750415,460686362.630602
9,2-10_4,12.2483329772949,0.0357481986284256,18907198.4519784,25524717910.1709
9,2-11_1,13.8279876708984,0.117782540619373,6473275.24112782,8738921575.52256
9,2-11_2,16.1379566192627,0.0342976935207844,1350228.03744368,1822807850.54896
9,2-11_3,18.8680477142334,0.17824923992157,211780.414074679,285903559.000817
9,2-11_4,13.0251960754395,0.04222472012043,11160817.8092287,15067104042.4587
9,2-12_1,12.8065919876099,0.162319332361221,12945407.3076263,17476299865.2955
9,2-12_2,17.6462955474854,0.0605667121708393,485198.908076485,655018525.903255
9,2-12_3,14.6933507919312,0.0467775501310825,3598430.6439837,4857881369.378
9,2-12_4,13.757758140564,0.0869668275117874,6789218.35456952,9165444778.66885
9,a4-0,21.092306137085,0.0583237856626511,46819.4801131521,63206298.1527553
9,a4-3,20.4736976623535,0.172020226716995,71239.7243096347,96173627.8180069
9,a5_0,20.7845630645752,0.0911787822842598,57691.8351837076,77883977.4980052
9,a5-3,20.1266536712646,0.0456344671547413,90155.3393294447,121709708.09475
9,b4-0,21.1294288635254,0.179265856742859,45654.8600684326,61634061.092384
9,b4-3,21.2496681213379,0.0128364553675056,42077.905605699,56805172.5676936
9,b5-0,21.4137020111084,0.0915198028087616,37645.7125490948,50821711.941278
9,b5-3,NA,NA,NA,NA
9,2-8_9,13.4219360351562,0.0578716099262238,8526721.12666012,11511073520.9912
10,2-8_5,18.1699085235596,0.230372190475464,340108.960883986,459147097.193381
10,2-8_6,17.8623542785645,0.139956668019295,419034.90128457,565697116.734169
10,2-8_7,13.5672178268433,0.745865106582642,7726262.48706267,10430454357.5346
10,2-8_8,16.3156986236572,0.372919499874115,1196820.25500781,1615707344.26054
10,2-9_5,13.0434427261353,0.0528295487165451,11023486.5059923,14881706783.0896
10,2-9_6,19.2946872711182,0.333750069141388,158548.019824441,214039826.762995
10,2-9_7,18.6883068084717,0.341305196285248,239250.599053716,322988308.722516
10,2-9_8,13.813404083252,0.381763339042664,6537649.92778024,8825827402.50333
10,2-10_5,18.0524578094482,0.285054683685303,368323.330451712,497236496.109811
10,2-10_6,11.8266754150391,0.327516555786133,25170046.9851261,33979563429.9203
10,2-10_7,17.5547885894775,0.0957286208868027,516280.463625376,696978625.894257
10,2-10_8,14.7007265090942,0.187211334705353,3580466.472416,4833629737.76161
10,2-11_5,18.3163928985596,0.276867985725403,307929.352306407,415704625.613649
10,2-11_6,16.8228130340576,0.642991542816162,848377.411869523,1145309506.02386
10,2-11_7,17.9339427947998,0.042983740568161,399166.437962813,538874691.249798
10,2-11_8,18.9614009857178,0.0283892452716827,198781.44013767,268354944.185854
10,2-12_5,12.6729001998901,0.441203564405441,14174668.1765857,19135802038.3907
10,2-12_6,16.4107418060303,0.105881944298744,1122072.64804937,1514798074.86665
10,2-12_7,18.7795848846436,0.0897549092769623,224881.953756557,303590637.571352
10,2-12_8,16.1100025177002,0.147433742880821,1376083.60845842,1857712871.41887
10,a6-0,20.7716369628906,0.460386246442795,58200.0695185508,78570093.8500436
10,a6-3,20.1902523040771,0.0588186606764793,86347.503551784,116569129.794908
10,eb-4,26.3688907623291,5.77659606933594,1304.6309465631,1761251.77786018
10,2-10_9,12.8677978515625,0.498165249824524,12418786.759664,16765362125.5464
10,b6-0,21.9796390533447,0.292392462491989,25641.3829735685,34615867.0143175
10,b6-3,20.630838394165,0.301938325166702,64034.6379422328,86446761.2220143
10,2-10_10,15.4350919723511,0.490836501121521,2175363.97417987,2936741365.14283
10,2-11_9,NA,NA,NA,NA
10,2-11_10,16.4846363067627,0.129623278975487,1067198.6201424,1440718137.19224
10,2-12_9,13.703987121582,0.161219224333763,7041503.13097962,9506029226.82249
11,3-0_1,26.5139217376709,0.251411408185959,1182.35798164883,1596183.27522592
11,3-0_2,27.4147129058838,0.0244694128632545,641.649527701703,866226.862397299
11,3-0_3,27.934606552124,0.0749440789222717,450.912396735048,608731.735592315
11,3-4_10,15.5022630691528,0.134830385446548,2078440.07810967,2805894105.44805
11,3-1_1,14.3097200393677,0.201515033841133,4668356.22422374,6302280902.70205
11,3-1_2,15.0354490280151,0.0246560350060463,2852997.3099364,3851546368.41414
11,3-1_3,15.2600622177124,0.0682577341794968,2449688.47806906,3307079445.39323
11,3-1_10,13.8539876937866,0.238375052809715,6360074.66976802,8586100804.18683
11,3-2_1,15.414680480957,0.00608021346852183,2205702.44945602,2977698306.76562
11,3-2_2,15.3409357070923,0.0413684137165546,2318881.32996148,3130489795.448
11,3-2_3,14.7986764907837,0.131680339574814,3350233.38373542,4522815068.04282
11,eb-5,32.5002593994141,0.648347973823547,20.3542615164405,27478.2530471946
11,3-3_1,15.9673128128052,0.265119314193726,1515980.33984347,2046573458.78868
11,3-3_2,14.8939657211304,0.0373309254646301,3140469.6470626,4239634023.53451
11,3-3_3,16.75119972229,0.0893198400735855,890620.283876043,1202337383.23266
11,3-4_1,14.4706163406372,0.286793291568756,4185525.57625088,5650459527.93869
11,3-4_2,14.1749954223633,0.0449382700026035,5115234.2938998,6905566296.76473
11,3-4_3,14.9141798019409,0.343993633985519,3097688.76791639,4181879836.68713
11,3-5_1,14.9985914230347,0.450586259365082,2925248.76965149,3949085839.02951
11,3-5_2,15.0878343582153,0.0378672666847706,2753367.019641,3717045476.51534
11,3-5_3,15.095386505127,0.10854921489954,2739293.64123687,3698046415.66977
11,3-6_1,14.6141891479492,0.366986185312271,3797003.64602827,5125954922.13817
11,3-6_2,15.4294557571411,0.0315925553441048,2183699.37206409,2947994152.28652
11,3-6_3,14.9458818435669,0.0195702854543924,3031765.54749829,4092883489.12269
11,3-7_1,14.9230985641479,0.0972471684217453,3078998.95211484,4156648585.35503
11,3-7_2,14.8290014266968,0.163372352719307,3282000.99882919,4430701348.41941
11,3-7_3,14.9038820266724,0.0789482146501541,3119409.5518368,4211202894.97968
12,3-0_4,27.9234008789062,0.111512832343578,454.353980690357,613377.873931983
12,3-0_5,25.8682460784912,0.0941366106271744,1832.4028891471,2473743.90034858
12,3-0_6,26.6444339752197,0.250178456306458,1082.15327161729,1460906.91668334
12,3-1_4,15.408221244812,0.168625399470329,2215390.94342342,2990777773.62162
12,3-1_5,14.2734451293945,0.0423353649675846,4784689.04863235,6459330215.65367
12,3-1_6,14.4430360794067,0.0753460302948952,4264592.4545722,5757199813.67247
12,3-2_4,14.5122261047363,0.0433981791138649,4069004.39715069,5493155936.15343
12,3-2_5,14.8584394454956,0.146650776267052,3217093.76148577,4343076578.00579
12,3-2_6,20.4200420379639,10.6332921981812,73881.1802972336,99739593.4012654
12,3-3_4,15.6870527267456,0.0459944829344749,1833506.55865373,2475233854.18253
12,3-3_5,15.1583490371704,0.396011799573898,2624728.41769907,3543383363.89374
12,3-3_6,14.4959344863892,0.137925714254379,4114234.87454715,5554217080.63865
12,3-4_4,14.1735734939575,0.00512700760737062,5120172.04167224,6912232256.25752
12,3-4_5,14.7233123779297,0.0579800568521023,3526012.58376813,4760116988.08698
12,3-4_6,15.4535827636719,0.231406301259995,2148240.71361856,2900124963.38505
12,3-5_4,14.1291055679321,0.0807806178927422,5277018.98772683,7123975633.43122
12,3-5_5,14.3391647338867,1.16079998016357,4576010.69001019,6177614431.51376
12,3-5_6,15.3589601516724,0.183302193880081,2290693.38253938,3092436066.42816
12,3-6_4,14.630805015564,0.0777780115604401,3754434.57103136,5068486670.89233
12,3-6_5,14.7651243209839,0.0831401124596596,3427381.41581618,4626964911.35184
12,3-6_6,14.8039579391479,0.278663009405136,3338248.70880454,4506635756.88614
12,3-7_4,15.0416994094849,0.0456675626337528,2840922.97073988,3835246010.49883
12,3-7_5,14.4969511032104,0.116486206650734,4111397.78723167,5550387012.76276
12,3-7_6,14.6430807113647,0.135110974311829,3723291.65431259,5026443733.322
13,3-0_7,21.4276485443115,0.285824716091156,37291.1404229635,50343039.5710007
13,3-0_8,19.7735157012939,0.075764112174511,114566.194779975,154664362.952966
13,3-0_9,26.1673812866211,0.0765415132045746,1495.78723679454,2019312.76967262
13,3-1_7,14.4154052734375,0.287035703659058,4345301.97654831,5866157668.34022
13,3-1_8,14.4552993774414,0.134630426764488,4229253.37224166,5709492052.52623
13,3-1_9,15.193507194519,0.142057865858078,2562853.22413832,3459851852.58674
13,3-2_7,14.2137298583984,0.422950267791748,4982542.48324738,6726432352.38396
13,3-2_8,14.7309904098511,0.122766688466072,3507690.32264455,4735381935.57015
13,3-2_9,16.0788745880127,0.13843084871769,1405457.78739267,1897368012.98011
13,3-3_7,14.3028898239136,0.0543573945760727,4690042.31538843,6331557125.77438
13,3-3_8,14.4163513183594,0.0485909581184387,4342513.49067559,5862393212.41204
13,3-3_9,14.503270149231,0.031839732080698,4093806.95477874,5526639388.9513
13,3-4_7,15.1146860122681,0.11000482738018,2703655.06297939,3649934335.02217
13,3-4_8,14.9613723754883,0.0188293550163507,3000065.66664577,4050088649.97179
13,3-4_9,15.1487302780151,0.0774639472365379,2641915.31837179,3566585679.80191
13,3-5_7,14.8155250549316,0.076902948319912,3312150.1417745,4471402691.39558
13,3-5_8,15.2123079299927,0.0367383547127247,2530366.38422166,3415994618.69924
13,3-5_9,14.6269683837891,0.0560020618140697,3764221.26925092,5081698713.48874
13,3-6_7,14.433235168457,0.065907895565033,4293047.8738375,5795614629.68062
13,3-6_8,15.6639022827148,0.00915556587278843,1862535.64946432,2514423126.77683
13,3-6_9,15.7084589004517,0.0641984567046165,1807067.41486077,2439541010.06204
