ID,Type,Experiment,Plate,Treatment,is_low,Ct_Mean_bac,Ct_SD_bac,bac_copies,total_counts,sum_present
am6,bacteria,3,6,dropout_community,,21.6018314361572,0.0646471828222275,44731150.1459699,6889,12
am7,bacteria,3,6,dropout_community,,20.8332233428955,0.0859462842345238,75354395.3676488,4976,11
bm1,bacteria,3,6,dropout_community,,20.7754230499268,0.137011617422104,78368505.1228726,3636,11
bm4,bacteria,3,6,dropout_community,,21.8682727813721,0.318378001451492,37333040.7619482,793,8
bm6,bacteria,3,6,dropout_community,,21.2682495117188,0.116187460720539,56093455.7361529,2148,10
bm7,bacteria,3,6,dropout_community,,22.6270351409912,0.182509705424309,22309829.2351213,218,2
3-1_1,bee,3,5,A1-0,,14.3097200393677,0.201515033841133,6302280902.70205,5061,10
3-1_10,bee,3,5,A1-0,,13.8539876937866,0.238375052809715,8586100804.18683,4387,10
3-1_2,bee,3,5,A1-0,,15.0354490280151,0.0246560350060463,3851546368.41414,3478,8
3-1_3,bee,3,5,A1-0,,15.2600622177124,0.0682577341794968,3307079445.39323,7922,11
3-1_4,bee,3,5,A1-0,,15.408221244812,0.168625399470329,2990777773.62162,11966,9
3-1_5,bee,3,5,A1-0,,14.2734451293945,0.0423353649675846,6459330215.65367,6445,10
3-1_6,bee,3,5,A1-0,,14.4430360794067,0.0753460302948952,5757199813.67247,5433,10
3-1_7,bee,3,5,A1-0,,14.4154052734375,0.287035703659058,5866157668.34022,7324,10
3-1_8,bee,3,5,A1-0,,14.4552993774414,0.134630426764488,5709492052.52623,4309,10
3-1_9,bee,3,5,A1-0,,15.193507194519,0.142057865858078,3459851852.58674,10446,9
3-3_1,bee,3,5,A1-B1,,15.9673128128052,0.265119314193726,2046573458.78868,4225,15
3-3_2,bee,3,5,A1-B1,,14.8939657211304,0.0373309254646301,4239634023.53451,3566,14
3-3_3,bee,3,5,A1-B1,,16.75119972229,0.0893198400735855,1202337383.23266,5421,10
3-3_4,bee,3,5,A1-B1,,15.6870527267456,0.0459944829344749,2475233854.18253,19433,9
3-3_5,bee,3,5,A1-B1,,15.1583490371704,0.396011799573898,3543383363.89374,9988,18
3-3_6,bee,3,5,A1-B1,,14.4959344863892,0.137925714254379,5554217080.63865,8275,18
3-3_7,bee,3,5,A1-B1,,14.3028898239136,0.0543573945760727,6331557125.77438,4580,14
3-3_8,bee,3,5,A1-B1,,14.4163513183594,0.0485909581184387,5862393212.41204,8824,15
3-3_9,bee,3,5,A1-B1,,14.503270149231,0.031839732080698,5526639388.9513,2398,13
3-5_1,bee,3,5,Am1-B1,,14.9985914230347,0.450586259365082,3949085839.02951,2262,14
3-5_2,bee,3,5,Am1-B1,,15.0878343582153,0.0378672666847706,3717045476.51534,9899,16
3-5_3,bee,3,5,Am1-B1,,15.095386505127,0.10854921489954,3698046415.66977,4743,17
3-5_4,bee,3,5,Am1-B1,,14.1291055679321,0.0807806178927422,7123975633.43122,8362,12
3-5_5,bee,3,5,Am1-B1,,14.3391647338867,1.16079998016357,6177614431.51376,17850,16
3-5_6,bee,3,5,Am1-B1,,15.3589601516724,0.183302193880081,3092436066.42816,9938,13
3-5_7,bee,3,5,Am1-B1,,14.8155250549316,0.076902948319912,4471402691.39558,14487,15
3-5_8,bee,3,5,Am1-B1,,15.2123079299927,0.0367383547127247,3415994618.69924,13069,19
3-5_9,bee,3,5,Am1-B1,,14.6269683837891,0.0560020618140697,5081698713.48874,9984,11
3-5_10,bee,3,5,Am1-B1,yes,NA,NA,NA,2,NA
3-7_1,bee,3,5,Am4-B1,,14.9230985641479,0.0972471684217453,4156648585.35503,20193,15
3-7_2,bee,3,5,Am4-B1,,14.8290014266968,0.163372352719307,4430701348.41941,12404,14
3-7_3,bee,3,5,Am4-B1,,14.9038820266724,0.0789482146501541,4211202894.97968,12901,16
3-7_4,bee,3,5,Am4-B1,,15.0416994094849,0.0456675626337528,3835246010.49883,12309,17
3-7_5,bee,3,5,Am4-B1,,14.4969511032104,0.116486206650734,5550387012.76276,18702,18
3-7_6,bee,3,5,Am4-B1,,14.6430807113647,0.135110974311829,5026443733.322,15490,15
3-7_7,bee,3,5,Am4-B1,,14.5113744735718,0.206202000379562,5496331165.31125,14933,17
3-7_8,bee,3,5,Am4-B1,,15.2656335830688,0.0439345575869083,3294600964.01963,25450,19
3-7_9,bee,3,5,Am4-B1,,15.0079107284546,0.120386824011803,3924192461.95583,14887,19
3-9_1,bee,3,6,Am6-B1,,14.5127534866333,0.383234411478043,5491190560.57911,428,12
3-9_10,bee,3,6,Am6-B1,,13.9577741622925,0.0397810973227024,8002238645.42655,615,13
3-9_2,bee,3,6,Am6-B1,,14.256781578064,0.105663970112801,6532779698.05857,355,11
3-9_3,bee,3,6,Am6-B1,,14.9537734985352,0.332402676343918,4071025443.91373,1476,14
3-9_4,bee,3,6,Am6-B1,,13.4732236862183,0.0308524761348963,11117369570.7674,1018,14
3-9_5,bee,3,6,Am6-B1,,14.2880907058716,0.0516989603638649,6395457713.43676,399,13
3-9_6,bee,3,6,Am6-B1,,14.2653093338013,0.0497386865317822,6495087368.83419,1419,16
3-9_7,bee,3,6,Am6-B1,,14.3879127502441,0.240287721157074,5976616788.83836,581,8
3-9_8,bee,3,6,Am6-B1,,15.0256042480469,0.351902157068253,3877361160.24234,977,12
3-9_9,bee,3,6,Am6-B1,,13.0518980026245,0.612533450126648,14796571136.9035,1079,13
3-11_1,bee,3,6,Am7-B1,,14.4257545471191,0.0612979456782341,5825107427.25495,1694,15
3-11_10,bee,3,6,Am7-B1,,13.8335037231445,0.0849590077996254,8706274083.41471,979,12
3-11_2,bee,3,6,Am7-B1,,14.0457181930542,0.0510402396321297,7538684521.53094,1431,15
3-11_3,bee,3,6,Am7-B1,,14.9596357345581,0.0265961289405823,4054864015.0806,891,13
3-11_4,bee,3,6,Am7-B1,,14.7325315475464,0.0265575628727674,4730432615.8204,665,13
3-11_5,bee,3,6,Am7-B1,,13.893702507019,0.470361679792404,8357811245.33489,1068,14
3-11_6,bee,3,6,Am7-B1,,14.1321716308594,0.0839055776596069,7109169968.50938,319563,21
3-11_7,bee,3,6,Am7-B1,,14.0698556900024,0.172493353486061,7416219441.93057,1692,14
3-11_8,bee,3,6,Am7-B1,,13.2453966140747,0.10164250433445,12975964054.6239,2314,12
3-11_9,bee,3,6,Am7-B1,,16.7353610992432,0.443177402019501,1215328775.34699,997,12
3-2_1,bee,3,5,B1-0,,15.414680480957,0.00608021346852183,2977698306.76562,6770,11
3-2_2,bee,3,5,B1-0,,15.3409357070923,0.0413684137165546,3130489795.448,16282,14
3-2_3,bee,3,5,B1-0,,14.7986764907837,0.131680339574814,4522815068.04282,13504,13
3-2_4,bee,3,5,B1-0,,14.5122261047363,0.0433981791138649,5493155936.15343,13024,12
3-2_5,bee,3,5,B1-0,,14.8584394454956,0.146650776267052,4343076578.00579,12909,12
3-2_6,bee,3,5,B1-0,,20.4200420379639,10.6332921981812,99739593.4012654,8209,12
3-2_7,bee,3,5,B1-0,,14.2137298583984,0.422950267791748,6726432352.38396,62921,13
3-2_8,bee,3,5,B1-0,,14.7309904098511,0.122766688466072,4735381935.57015,12451,12
3-2_9,bee,3,5,B1-0,,16.0788745880127,0.13843084871769,1897368012.98011,13665,12
3-4_1,bee,3,5,B1-A1,,14.4706163406372,0.286793291568756,5650459527.93869,6876,13
3-4_10,bee,3,5,B1-A1,,15.5022630691528,0.134830385446548,2805894105.44805,5637,10
3-4_2,bee,3,5,B1-A1,,14.1749954223633,0.0449382700026035,6905566296.76473,13022,15
3-4_3,bee,3,5,B1-A1,,14.9141798019409,0.343993633985519,4181879836.68713,8576,16
3-4_4,bee,3,5,B1-A1,,14.1735734939575,0.00512700760737062,6912232256.25752,7749,21
3-4_5,bee,3,5,B1-A1,,14.7233123779297,0.0579800568521023,4760116988.08698,19610,20
3-4_6,bee,3,5,B1-A1,,15.4535827636719,0.231406301259995,2900124963.38505,7103,12
3-4_7,bee,3,5,B1-A1,,15.1146860122681,0.11000482738018,3649934335.02217,7917,14
3-4_8,bee,3,5,B1-A1,,14.9613723754883,0.0188293550163507,4050088649.97179,4511,15
3-4_9,bee,3,5,B1-A1,,15.1487302780151,0.0774639472365379,3566585679.80191,13085,15
3-6_1,bee,3,5,Bm1-A1,,14.6141891479492,0.366986185312271,5125954922.13817,1899,13
3-6_2,bee,3,5,Bm1-A1,,15.4294557571411,0.0315925553441048,2947994152.28652,3388,16
3-6_3,bee,3,5,Bm1-A1,,14.9458818435669,0.0195702854543924,4092883489.12269,4522,10
3-6_4,bee,3,5,Bm1-A1,,14.630805015564,0.0777780115604401,5068486670.89233,5810,14
3-6_5,bee,3,5,Bm1-A1,,14.7651243209839,0.0831401124596596,4626964911.35184,14099,17
3-6_6,bee,3,5,Bm1-A1,,14.8039579391479,0.278663009405136,4506635756.88614,18084,15
3-6_7,bee,3,5,Bm1-A1,,14.433235168457,0.065907895565033,5795614629.68062,11723,17
3-6_8,bee,3,5,Bm1-A1,,15.6639022827148,0.00915556587278843,2514423126.77683,18780,18
3-6_9,bee,3,5,Bm1-A1,,15.7084589004517,0.0641984567046165,2439541010.06204,11454,13
3-6_10,bee,3,5,Bm1-A1,yes,NA,NA,NA,1455,NA
3-8_1,bee,3,6,Bm4-A1,,13.4417028427124,0.178695783019066,11357711005.6684,335,5
3-8_2,bee,3,6,Bm4-A1,,15.2668256759644,0.0976507365703583,3291937091.74144,1334,10
3-8_3,bee,3,6,Bm4-A1,,14.5401153564453,0.0177098922431469,5390180868.07106,1903,8
3-8_4,bee,3,6,Bm4-A1,,14.8376665115356,0.296371847391129,4404726962.28995,581,10
3-8_5,bee,3,6,Bm4-A1,,15.4072427749634,0.0899991169571877,2992764105.8241,1435,8
3-8_6,bee,3,6,Bm4-A1,,13.3242750167847,0.102882295846939,12299719961.3701,348,7
3-8_8,bee,3,6,Bm4-A1,,14.0887784957886,0.0558040142059326,7321604647.34592,241,9
3-8_9,bee,3,6,Bm4-A1,,13.366530418396,0.146000176668167,11952069832.2182,691,9
3-8_7,bee,3,6,Bm4-A1,yes,15.4774475097656,0.163452208042145,2853540824.00496,5,1
3-10_1,bee,3,6,Bm6-A1,,15.7304000854492,0.0181866846978664,2403490165.86041,1973,8
3-10_2,bee,3,6,Bm6-A1,,15.3073053359985,0.133855253458023,3202747589.30279,518,9
3-10_3,bee,3,6,Bm6-A1,,15.724536895752,0.063915029168129,2413071292.83629,2116,10
3-10_4,bee,3,6,Bm6-A1,,16.0010375976562,0.0179261453449726,2000272179.31435,1484,9
3-10_5,bee,3,6,Bm6-A1,,15.211236000061,0.0548133626580238,3418480140.85992,1446,11
3-10_6,bee,3,6,Bm6-A1,,15.3683137893677,0.144925057888031,3072871063.41573,454011,21
3-10_8,bee,3,6,Bm6-A1,,14.7948303222656,0.0708486214280128,4534634050.33835,2505,13
3-10_7,bee,3,6,Bm6-A1,yes,16.4793567657471,0.057085208594799,1445888600.27405,104,1
3-12_2,bee,3,6,Bm7-A1,,14.1398468017578,0.113551013171673,7072242233.53555,991,9
3-12_3,bee,3,6,Bm7-A1,,16.4093227386475,0.0582231134176254,1516257369.48826,1181,14
3-12_4,bee,3,6,Bm7-A1,,13.901237487793,0.263783514499664,8315188534.88589,1332,13
3-12_5,bee,3,6,Bm7-A1,,14.8521070480347,0.453450560569763,4361778021.7896,5245,11
3-12_6,bee,3,6,Bm7-A1,,14.0447683334351,0.0661064311861992,7543544910.98651,2838,12
3-12_1,bee,3,6,Bm7-A1,yes,NA,NA,NA,242,NA
3-0_1,bee,3,5,MD,,26.5139217376709,0.251411408185959,1596183.27522592,12,2
3-0_2,bee,3,5,MD,,27.4147129058838,0.0244694128632545,866226.862397299,45,1
3-0_3,bee,3,5,MD,,27.934606552124,0.0749440789222717,608731.735592315,190,3
3-0_4,bee,3,5,MD,,27.9234008789062,0.111512832343578,613377.873931983,17,3
3-0_5,bee,3,5,MD,,25.8682460784912,0.0941366106271744,2473743.90034858,356,2
3-0_6,bee,3,5,MD,,26.6444339752197,0.250178456306458,1460906.91668334,373,2
3-0_7,bee,3,5,MD,,21.4276485443115,0.285824716091156,50343039.5710007,11572,3
3-0_8,bee,3,5,MD,,19.7735157012939,0.075764112174511,154664362.952966,47526,3
3-0_9,bee,3,5,MD,,26.1673812866211,0.0765415132045746,2019312.76967262,1348,6
eb-5,blank,3,5,extraction_blank,,32.5002593994141,0.648347973823547,27478.2530471946,642,3
eb-6,blank,3,6,extraction_blank,,28.0827693939209,0.154378041625023,550508.889347954,187,9
am10,bacteria,none,6,dropout_community,,19.6667003631592,0.232287257909775,166290449.982861,252,3
am2,bacteria,none,6,dropout_community,,19.4996566772461,0.179556176066399,186248527.743919,1,0
am3,bacteria,none,6,dropout_community,,19.8129386901855,0.0291077997535467,150581919.742883,150,1
am5,bacteria,none,6,dropout_community,,20.0269088745117,0.0933962315320969,130232290.307476,304,2
am8,bacteria,none,6,dropout_community,,19.5786724090576,0.157751739025116,176525710.901205,37,1
am9,bacteria,none,6,dropout_community,,19.7742748260498,0.0634840726852417,154584716.273041,159,1
bm10,bacteria,none,6,dropout_community,,20.2981147766113,0.0586967021226883,108342268.942185,922,11
bm2,bacteria,none,6,dropout_community,,19.589807510376,0.109078429639339,175196975.196905,1783,11
bm3,bacteria,none,6,dropout_community,,20.6843643188477,0.0428696423768997,83363387.258943,19658,12
bm5,bacteria,none,6,dropout_community,,20.3349418640137,0.290302008390427,105668483.921109,21466,12
bm8,bacteria,none,6,dropout_community,,20.4765472412109,0.137148752808571,95987850.3702073,1079,10
bm9,bacteria,none,6,dropout_community,,20.1622180938721,0.0343328304588795,118807774.610222,911,10
1-13,aliquot,pilot,1,alq-A,,24.98508644104,0.275068789720535,50045.791147461,2873,11
1-14,aliquot,pilot,1,alq-A,,21.8408508300781,0.133124262094498,422602.184153777,5190,12
1-15,aliquot,pilot,2,alq-A,,21.9444904327393,0.153641685843468,393904.128493176,14159,12
1-19,aliquot,pilot,2,alq-AB,,21.9065036773682,0.167858675122261,404189.215306975,10975,21
1-16,aliquot,pilot,2,alq-B,,23.0165481567383,0.169065788388252,190313.440676371,5577,12
1-17,aliquot,pilot,1,alq-B,,23.3574066162109,0.254894137382507,151016.024113182,1113,12
1-18,aliquot,pilot,1,alq-B,,22.7405605316162,0.13391450047493,229508.789582893,1272,11
1-20,aliquot,pilot,2,alq-SW,,30.1418380737305,0.247410044074059,1512.66176066061,1,1
1-21,aliquot,pilot,1,alq-SW,,29.5335102081299,0.672973573207855,2285.64045057833,3,1
1-22,aliquot,pilot,1,alq-SW,,29.3226070404053,0.181550562381744,2637.29223453412,4,1
1-10,bee,pilot,1,0-3,,26.3890914916992,0.190440878272057,386061.101967641,2,1
2-10,bee,pilot,3,0-3,,25.4941806793213,0.281932175159454,708556.183310021,45,5
2-22,bee,pilot,3,0-3,,24.8207473754883,0.234122037887573,1118989.67505427,70,8
3-10,bee,pilot,5,0-3,,24.6650314331055,0.199434712529182,1243693.84409419,26,2
3-21,bee,pilot,5,0-3,,24.4071254730225,0.192834511399269,1481545.25353661,176,7
1-4,bee,pilot,2,A-0,,16.8813724517822,0.117736086249352,244598435.263953,6399,12
2-16,bee,pilot,4,A-0,,24.9419403076172,0.171810030937195,1030652.22044559,888,7
2-4,bee,pilot,4,A-0,,25.2566242218018,0.114784590899944,832489.956798541,1,1
3-16,bee,pilot,6,A-0,,26.3604564666748,0.257038921117783,393635.63277792,28,3
1-8,bee,pilot,2,A-3,,17.2384128570557,0.213345497846603,191972332.948496,13038,11
2-20,bee,pilot,4,A-3,,17.3780612945557,0.213586926460266,174616836.555386,9703,11
2-8,bee,pilot,4,A-3,,17.1211986541748,0.20104156434536,207864392.543225,6963,11
3-20,bee,pilot,6,A-3,,18.2599601745605,0.223851203918457,95984766.37411,4865,11
3-8,bee,pilot,6,A-3,,16.0937805175781,0.146563723683357,417394270.0895,12811,11
1-11,bee,pilot,2,A-3_14,,22.1237888336182,0.133359864354134,6975634.03241813,1735,8
1-24,bee,pilot,2,A-3_14,,18.2180328369141,0.163385465741158,98754691.7523045,5453,9
2-11,bee,pilot,4,A-3_14,,18.9540500640869,0.256273806095123,59932625.801843,12626,11
2-23,bee,pilot,4,A-3_14,,17.1559829711914,0.0546734780073166,203015701.212315,13342,11
3-11,bee,pilot,6,A-3_14,,16.4739208221436,0.0856706276535988,322495916.395263,11922,10
1-1,bee,pilot,1,AB-0,,16.1378650665283,0.116221271455288,405093575.790635,10673,18
2-1,bee,pilot,3,AB-0,,16.0912532806396,0.094429187476635,418110646.011987,8316,16
2-13,bee,pilot,3,AB-0,,15.8089075088501,0.124798342585564,506401225.658971,10550,19
3-1,bee,pilot,5,AB-0,,15.0136451721191,0.141166016459465,868656195.629577,9129,19
3-13,bee,pilot,5,AB-0,,16.5892467498779,0.0348337106406689,298221679.303324,11907,17
1-2,bee,pilot,1,AB-1,,19.8772773742676,0.180240079760551,32033217.770022,2121,14
2-14,bee,pilot,3,AB-1,,16.0736446380615,0.140645295381546,423136273.743775,6045,17
2-2,bee,pilot,3,AB-1,,15.6683168411255,0.240479022264481,557089454.401231,8559,13
3-14,bee,pilot,5,AB-1,,15.9465990066528,0.0457241535186768,461231442.127421,10062,16
3-2,bee,pilot,5,AB-1,,14.7323799133301,0.158699914813042,1051315412.27719,11562,15
1-6,bee,pilot,1,AB-3,,17.5505180358887,0.195792004466057,155333604.85898,3626,11
2-18,bee,pilot,3,AB-3,,15.8357019424438,0.204952016472816,497277474.27429,9321,16
2-6,bee,pilot,3,AB-3,,15.3486528396606,0.202049687504768,692031149.004419,16152,18
3-18,bee,pilot,5,AB-3,,18.3745174407959,0.244366869330406,88806308.5813504,9053,12
3-6,bee,pilot,5,AB-3,,16.6400394439697,0.179778456687927,288118592.059542,6267,12
1-5,bee,pilot,1,B-0,,26.2200222015381,0.11574675142765,432990.6361151,231,9
2-17,bee,pilot,3,B-0,,15.9573049545288,0.12750281393528,457893001.570731,12180,12
2-5,bee,pilot,3,B-0,,14.6597414016724,0.183468252420425,1104431103.66824,11357,11
3-17,bee,pilot,5,B-0,,15.397759437561,0.262564152479172,669352030.78125,11095,12
3-5,bee,pilot,5,B-0,,17.3430042266846,0.127249255776405,178820360.076779,6263,7
1-9,bee,pilot,1,B-3,,16.5098094940186,0.121318086981773,314737367.629176,6392,13
2-21,bee,pilot,3,B-3,,15.9319791793823,0.0751569718122482,465829698.422952,14954,11
2-9,bee,pilot,3,B-3,,17.1160469055176,0.145798489451408,208592289.9571,11328,13
3-9,bee,pilot,5,B-3,,17.1434631347656,0.201464742422104,204747711.291068,7408,12
1-12,bee,pilot,2,B-3_14,,18.1490497589111,0.272431641817093,103487078.835491,1920,7
1-23,bee,pilot,2,B-3_14,,18.7720890045166,0.0373963117599487,67808602.8397477,4572,10
2-12,bee,pilot,4,B-3_14,,16.1503448486328,0.138813778758049,401677708.762043,3974,12
2-24,bee,pilot,4,B-3_14,,16.8706607818604,0.154140010476112,246382728.451612,13428,12
3-12,bee,pilot,6,B-3_14,,15.1044540405273,0.263667792081833,816747403.864226,12320,11
1-3,bee,pilot,2,BA-1,,17.5064010620117,0.190470620989799,160053841.866073,10853,20
2-15,bee,pilot,4,BA-1,,16.8839225769043,0.130342945456505,244175556.781839,8072,13
2-3,bee,pilot,4,BA-1,,15.2450876235962,0.0745852291584015,742411903.986388,15734,18
3-15,bee,pilot,6,BA-1,,15.1551866531372,0.0570147447288036,789109987.867341,14707,19
3-3,bee,pilot,6,BA-1,,19.56982421875,0.234294086694717,39464163.224776,6818,17
1-7,bee,pilot,2,BA-3,,17.8759174346924,0.136212319135666,124558844.501985,7844,18
2-19,bee,pilot,4,BA-3,,16.1120128631592,0.0773389562964439,412262330.980996,14944,17
2-7,bee,pilot,4,BA-3,,16.0736770629883,0.102714918553829,423126964.152894,1,1
3-19,bee,pilot,6,BA-3,,16.1507987976074,0.135969027876854,401554001.840829,7692,18
3-7,bee,pilot,6,BA-3,,16.1269931793213,0.143941357731819,408093009.659895,11068,18
