"ID","Bifidobacterium apousia (ESL0825)","Bifidobacterium apousia (ESL0820)","Bifidobacterium asteroides (ESL0822)","Bifidobacterium asteroides (ESL0170)","Bifidobacterium polysaccharolyticum (ESL0824)","Bifidobacterium polysaccharolyticum (ESL0198)","Bifidobacterium sp1. (ESL0827)","Bifidobacterium sp1. (ESL0199)","Bifidobacterium sp2. (ESL0200)","Bifidobacterium sp2. (ESL0819)","Bifidobacterium coryneforme (ESL0197)","Lactobacillus melliventris (ESL0394)","Bombilactobacillus mellis (ESL0295)","Bombilactobacillus mellifer (ESL1028)","Lactobacillus apis (ESL0263)","Lactobacillus apis (ESL0185)","Lactobacillus helsingborgensis (ESL0183)","Lactobacillus helsingborgensis (ESL0835)","Lactobacillus melliventris (ESL0184)","Lactobacillus melliventris (ESL0350)","Lactobacillus kullabergensis (ESL0186)","Lactobacillus kullabergensis (ESL0261)","Treatment"
"2-5_1",0,156530758.783149,50766732.5783184,0,0,119865896.365474,0,33844488.3855456,8461122.09638641,0,9166215.60441861,0,32434301.3694812,32434301.3694812,975144321.608534,0,0,361712969.620519,0,0,1262822472.88567,0,"A5-0"
"2-5_2",0,227030400.357141,27088854.5880679,0,0,44503118.2518259,0,19349181.84862,0,0,0,0,0,0,4053653597.28588,0,0,401818009.723008,0,0,1323484038.44561,0,"A5-0"
"2-5_3",0,33104004.7746887,3678222.75274319,0,0,28506226.3337597,0,8276001.19367218,0,0,0,0,0,0,4016619245.99557,0,0,692425433.203906,0,0,1781179368.01589,0,"A5-0"
"2-5_4",0,61935452.3783588,31146386.1479631,0,0,46660025.9023501,0,27007430.4361401,34064498.8080974,0,4138955.71182302,29776.6597972879,46540919.263161,7861038.18648401,287434097.02322,0,0,349369549.401579,0,0,243751737.100599,0,"A5-0"
"2-5_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22986722.4852855,0,0,11493361.2426427,0,0,0,0,"A5-0"
"2-5_6",0,62000015.6270764,31516674.6104305,0,0,72850018.3618148,0,28933340.625969,40300010.1575997,0,16533337.5005537,0,100750025.393999,18600004.6881229,338416751.964459,0,0,338933418.761351,0,0,481016787.906734,0,"A5-0"
"2-5_7",0,31265885.5142784,11262824.6682116,0,0,12293177.7135685,0,12719530.6978542,1136941.2914283,0,2131764.92142807,0,6999294.8253555,1279058.95285684,35849180.0953487,0,0,120444718.060686,0,0,121759306.4289,0,"A5-0"
"2-6_1",223894141.621819,0,0,145570749.32302,291141498.64604,0,138450440.93222,0,0,136077004.801953,0,2593374545.00467,0,257122247.445551,0,219938414.738041,943836434.469362,0,0,2034825909.01526,0,862348460.663541,"B5-0"
"2-6_2",550312925.97019,0,0,155715554.615359,392827876.41602,0,169871514.125847,0,0,155715554.615359,0,4611303810.54121,0,23003434.2045417,0,152176564.737738,1040463024.02081,0,0,1902207059.22172,0,589241814.62403,"B5-0"
"2-6_3",16453059.7259151,0,0,11395504.4016065,30729450.071748,0,8450598.7697307,0,0,9218835.0215244,0,376435763.378913,0,6465988.45259697,0,13700213.1569876,214081835.499844,0,0,118180343.400931,0,109409646.192953,"B5-0"
