"ID","Bifidobacterium apousia (ESL0825)","Bifidobacterium apousia (ESL0820)","Bifidobacterium asteroides (ESL0822)","Bifidobacterium asteroides (ESL0170)","Bifidobacterium polysaccharolyticum (ESL0824)","Bifidobacterium polysaccharolyticum (ESL0198)","Bifidobacterium sp1. (ESL0827)","Bifidobacterium sp1. (ESL0199)","Bifidobacterium sp2. (ESL0200)","Bifidobacterium sp2. (ESL0819)","Bifidobacterium coryneforme (ESL0197)","Lactobacillus melliventris (ESL0394)","Bombilactobacillus mellis (ESL0295)","Bombilactobacillus mellifer (ESL1028)","Lactobacillus apis (ESL0263)","Lactobacillus apis (ESL0185)","Lactobacillus helsingborgensis (ESL0183)","Lactobacillus helsingborgensis (ESL0835)","Lactobacillus melliventris (ESL0184)","Lactobacillus melliventris (ESL0350)","Lactobacillus kullabergensis (ESL0186)","Lactobacillus kullabergensis (ESL0261)","Treatment"
"2-6_4",405727095.949877,0,0,264280952.407718,231711116.723668,0,157265778.017269,0,0,100501207.253639,6513967.13680995,2218471093.4507,0,16750201.2089399,0,156335211.283439,1135291415.27259,0,0,1059915509.83236,0,522978504.412456,"B5-0"
"2-6_5",31912352.1238502,0,0,21939742.085147,23079468.9467131,0,22509605.5159301,0,0,3419180.58469824,0,689249819.532087,0,11967132.0464438,0,50717845.3396906,200022064.204847,0,0,746521094.325782,0,286926237.399261,"B5-0"
"2-6_6",654834093.412379,0,0,357630672.485103,341598952.684047,0,212111985.06013,0,0,314468349.943798,0,2685929671.28467,0,71526134.4970206,0,138119432.132178,1198679357.43283,0,0,2558909122.09169,0,574675494.407097,"B5-0"
"2-6_7",75239414.892102,0,0,47502850.9276407,61849349.5299483,0,34750407.7255895,0,0,3188110.8005128,0,1366424289.09978,0,8607899.16138455,0,51647394.9683073,355474354.257177,0,0,704891297.993379,0,70138437.6112815,"B5-0"
"2-6_8",14214669.2049552,0,0,7818068.06272537,3553667.30123881,0,0,0,0,2842933.84099104,0,480455819.127486,0,710733.460247761,0,31272272.2509015,212509304.614081,0,0,200426835.789869,0,87420215.6104746,"B5-0"
"2-7_1",186069132.438201,64535369.9848949,59353697.9423121,53700964.804949,25437299.1181337,78196141.7335223,16487138.3173089,28263665.6868153,18842443.7912102,29205787.8763758,13660771.7486274,73014469.6909395,100807074.282974,24966238.0233535,980278138.23771,8479099.70604458,0,2503689718.75705,314668811.31321,153565916.898363,687278137.284392,0,"A5-B5"
"2-7_2",4040965.61154324,72370020.497638,37470772.03431,0,0,58594001.367377,0,26817317.2402415,5510407.65210442,0,10286094.2839282,14327059.8954715,81737713.5062155,13959699.3853312,287275918.92971,1836802.55070147,0,289663762.245622,0,7714570.71294618,398218792.992079,0,"A5-B5"
"2-7_3",15853901.3124893,228847618.945497,102016408.445583,0,0,251594520.828634,0,164053413.581411,249526620.65744,0,199207716.491713,27572002.28259,0,172325014.266188,2062385770.73773,35154302.9103023,0,2167159379.41158,0,74444406.1629931,1913496958.41175,0,"A5-B5"
"2-7_4",9205990.00496495,346061533.368455,109634971.87731,0,0,200021055.56242,0,179935259.187951,89549175.5028408,0,36405505.928725,23433429.1035471,57328210.4854635,65278838.2170242,369076508.380867,14227439.0985822,0,1065802570.12026,0,104613522.783693,1062873391.48232,0,"A5-B5"
"2-7_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A5-B5"
"2-7_6",0,113673916.034324,33108907.5828127,0,0,45800655.4895576,0,45248840.3631774,38627058.8466148,0,6621781.51656254,46352470.6159378,18209899.170547,1655445.37914064,1558325916.89772,0,0,1081557647.70521,177132655.568048,0,611411160.029275,0,"A5-B5"
"2-7_7",2259683.09731165,17839603.3998289,3092197.922637,0,832514.825325346,1902891.02931508,594653.446660962,8444078.94258566,1902891.02931508,0,0,20218217.1864727,23548276.4877741,3567920.67996577,329319078.760841,0,0,21169662.7011302,0,1308237.58265412,83608274.6005312,0,"A5-B5"
"2-7_8",0,15259723.6089573,3242691.26690342,0,0,23461825.0487718,0,22126599.2329881,6103889.44358291,0,0,6676129.07891881,9728073.80071027,11635539.2518299,129707650.676137,0,0,653688410.098708,153741715.360245,0,562511561.535188,0,"A5-B5"
"2-7_9",210002469.507912,1418683349.56456,392004609.748102,0,70000823.169304,858676764.210129,37333772.3569621,704674953.23766,746675447.139242,0,186668861.784811,79334266.2585445,126001481.704747,42000493.9015824,3742710678.78545,0,0,8101428601.46078,891343815.02247,0,4018047249.91805,0,"A5-B5"
"2-8_1",1131313104.78464,20569329.1779025,0,179981630.306647,287970608.490635,0,277685943.901684,0,0,20569329.1779025,0,11976491913.8337,0,0,1121028440.19569,92561981.3005612,6875298277.7139,0,0,4077869509.51917,0,689072527.459733,"B5-A5"
"2-8_2",60599314.1330658,0,0,7507879.6271055,7507879.6271055,0,10189265.2082146,0,0,16088313.4866546,2145108.46488729,492302392.691632,0,3753939.81355275,0,21451084.6488729,784037143.916303,0,0,328201595.127755,0,79905290.3170514,"B5-A5"
"2-8_3",147602855.279828,0,0,121110035.101398,268712890.381226,0,87047837.7291295,0,0,52985640.3568614,0,8057602022.83985,0,7569377.19383734,1532798881.75206,696382701.833036,2834731759.09209,0,0,999157789.586529,0,1672832359.83805,"B5-A5"
"2-8_4",3493230.67096412,117419.518351735,0,264193.916291404,0,0,616452.471346609,0,0,117419.518351735,0,609524719.763856,0,0,57271370.0760587,12270339.6677563,43092963.2350867,0,0,20724544.9890812,0,1731937.89568809,"B5-A5"
"2-8_5",7368090.64643641,269265.771132227,146872.238799397,7417048.05936954,11150050.7955209,146872.238799397,4198098.15901609,0,0,416138.009931624,85675.4726329815,183149681.782848,73436.1193996984,2472349.35312318,70009100.4943791,16951504.228097,69592962.4844475,0,0,55566663.6791051,1211695.97009502,27550784.1281202,"B5-A5"
"2-8_6",12582459.7003969,0,0,2824633.81029317,4750520.49912943,0,1027139.56737934,0,0,1027139.56737934,0,267826642.194162,1155532.01330175,2567848.91844834,46734850.3157598,24137779.8334144,62398728.7182946,0,0,107592869.682985,0,31070971.9132249,"B5-A5"
"2-8_7",307949276.01782,37166291.9331851,0,209724075.908688,254854573.256127,13273675.6904233,74332583.8663703,15928410.8285079,0,26547351.3808465,0,3958210090.88422,2654735.13808465,37166291.9331851,276092454.360804,371662919.331851,1027382498.43876,0,0,2391916359.41427,0,1425592769.15146,"B5-A5"
"2-8_8",3873271.03076157,0,0,3873271.03076157,5441023.59083173,0,4426595.46372751,0,0,14755318.212425,0,186009230.215383,0,9590956.83807627,141374392.622797,28865091.2530564,741085857.219047,0,0,227785224.904311,0,247889345.96874,"B5-A5"
"2-8_9",18991253.4889523,0,0,13056486.7736547,18991253.4889523,0,8308673.40141662,0,0,0,0,4733569932.12136,0,0,468846570.508509,245699342.01332,2233846191.63801,0,0,1783990874.61845,0,153116981.254678,"B5-A5"
